	8.5734302	49.4157627
	8.573288	49.416518
	8.5732227	49.4169018
	8.5732061	49.4172172
	8.5732105	49.4175624
	8.5732329	49.4180262
	8.5732441	49.4182387
	8.5732621	49.4184603
	8.5732802	49.418634
	8.5732535	49.4191025
	8.5734867	49.4198517
	8.5735754	49.4202081
	8.5736183	49.4204778
	8.5736296	49.4207656
	8.5736023	49.4210285
	8.5735169	49.4217462
	8.5732443	49.4232662
	8.5731788	49.4235999
	8.5742425	49.4240214
	8.5752902	49.4244224
	8.5753853	49.4243563
	8.5772883	49.4250846
	8.5777912	49.4252735
	8.5798331	49.4261985
	8.5813791	49.4264503
	8.582023	49.4264726
	8.5829195	49.4265061
	8.5835079	49.4265415
	8.5840786	49.4265995
	8.5862321	49.4268456
	8.5870795	49.4269339
	8.5872399	49.4269574
	8.5877643	49.4270379
	8.5884423	49.427151
	8.589435	49.4272957
	8.5897569	49.4273293
	8.5900544	49.4273469
	8.5904498	49.4273672
	8.5907782	49.4277347
	8.5929629	49.4301327
	8.5932586	49.4300245
	8.5982295	49.428143
	8.5984896	49.4280444
	8.5983822	49.4285075
	8.5998844	49.4279717
	8.6054724	49.4258258
	8.6097328	49.4242417
	8.6099518	49.4243821
	8.6153096	49.4278838
	8.6159738	49.4283026
	8.6162598	49.4286207
	8.6194931	49.4322642
	8.6209266	49.4338927
	8.6210495	49.4338425
	8.6211644	49.4339638
	8.6213947	49.4342246
	8.622204	49.435144
	8.6223085	49.4352789
	8.6224062	49.4354116
	8.6225211	49.4355946
	8.6226186	49.43575
	8.6227197	49.4359146
	8.6228311	49.4361021
	8.6229251	49.4362255
	8.6230368	49.4363558
	8.62331	49.4366312
	8.6261342	49.4393941
	8.6267425	49.439998
	8.6266155	49.4400589
	8.626819	49.4402646
	8.6273509	49.4408265
	8.6280122	49.4415698
	8.6282108	49.4419758
	8.6287031	49.4431153
	8.6293672	49.4430182
	8.6304526	49.4428791
	8.6316013	49.4427199
	8.6327017	49.442524
	8.6338579	49.4423421
	8.6349833	49.4421257
	8.6360774	49.4418929
	8.6371722	49.4416306
	8.6382116	49.4413357
	8.6393045	49.4409796
	8.6403103	49.4406068
	8.6412921	49.4402041
	8.6422462	49.4397852
	8.6425644	49.4396349
	8.6426096	49.4396096
	8.6431488	49.4393088
	8.643741	49.4389438
	8.6441677	49.4386231
	8.6447541	49.4381873
	8.6451587	49.4378514
	8.6454877	49.4376043
	8.6457854	49.4373455
	8.6460161	49.437132
	8.6461932	49.4369732
	8.6465517	49.4366256
	8.6472182	49.4368784
	8.6482036	49.437252
	8.6489683	49.4376933
	8.6488619	49.4377847
	8.6490535	49.4378655
	8.6533943	49.4393174
	8.6553099	49.4399428
	8.656308	49.4386056
	8.6570031	49.4387578
	8.6582674	49.4390386
	8.6583852	49.4388724
	8.6604604	49.4392854
	8.6617348	49.4395384
	8.6623738	49.4396636
	8.6624386	49.4396889
	8.6626366	49.4396856
	8.6630463	49.4396297
	8.6632376	49.4398572
	8.6632449	49.4399474
	8.6634935	49.4399409
	8.6652141	49.4402266
	8.6653439	49.4402665
	8.6654033	49.4402759
	8.6654508	49.4402998
	8.6655156	49.440349
	8.6656772	49.4405364
	8.6658483	49.4406398
	8.6662637	49.4407718
	8.6671038	49.4408355
	8.6689318	49.4412616
	8.6699148	49.4414666
	8.67033	49.4414938
	8.6707607	49.441343
	8.6715745	49.4408339
	8.672341	49.4411247
	8.6727404	49.4413263
	8.6728605	49.4412527
	8.6732929	49.441504
	8.6747767	49.4419681
	8.6751848	49.4420352
	8.6760966	49.4421986
	8.676933	49.4423485
	8.6770124	49.4423913
	8.6772067	49.4424941
	8.6783343	49.4426242
	8.6783587	49.4425922
	8.679192	49.4426978
	8.6791132	49.4430196
	8.67967	49.4431327
	8.6803928	49.4434827
	8.6807956	49.4435342
	8.6812441	49.4436749
	8.6816573	49.4436923
	8.6821161	49.4437735
	8.6823346	49.4438621
	8.682677	49.4439709
	8.6829642	49.444
	8.6834956	49.4438779
	8.6838872	49.4437677
	8.6842997	49.4436709
	8.6846072	49.4435404
	8.6849598	49.4433548
	8.6854463	49.4433286
	8.6855722	49.4433193
	8.6860652	49.4432134
	8.6867993	49.4430476
	8.6873627	49.4430076
	8.6875692	49.4430345
	8.6878572	49.4432118
	8.6893699	49.4432628
	8.6904962	49.4432361
	8.6912439	49.4436499
	8.6917068	49.4438452
